user_id,feature_name,session_duration,latency_ms,crash_flag,error_count,feedback_score,timestamp
17630,Payments,306,384,0,2,1,2024-01-07
11148,Payments,250,485,0,3,3,2024-01-07
11946,Payments,451,237,0,0,3,2024-01-07
3748,Payments,469,269,0,0,2,2024-01-07
15968,Payments,587,290,1,2,1,2024-01-07
4907,Payments,481,492,0,5,1,2024-01-07
7636,Payments,103,527,1,2,3,2024-01-07
6118,Payments,37,590,0,1,5,2024-01-07
1762,Payments,91,261,0,0,4,2024-01-07
10492,Payments,370,349,0,1,4,2024-01-07
5266,Payments,252,338,0,0,2,2024-01-07
10476,Payments,468,509,0,0,2,2024-01-07
10428,Payments,588,584,0,5,1,2024-01-07
3539,Payments,357,520,1,4,5,2024-01-07
17107,Payments,172,290,0,2,3,2024-01-07
15107,Payments,264,406,0,1,5,2024-01-07
11495,Login,229,83,0,5,1,2024-01-08
13993,Login,555,92,0,5,4,2024-01-08
5444,Login,121,137,0,3,1,2024-01-08
17532,Login,563,121,0,5,3,2024-01-08
2780,Login,136,140,1,2,4,2024-01-08
11169,Login,182,96,0,5,1,2024-01-08
10049,Login,312,87,0,2,1,2024-01-08
7601,Login,204,132,0,0,1,2024-01-08
13543,Login,334,118,0,2,2,2024-01-08
19002,Login,356,86,1,1,5,2024-01-08
14008,Login,163,91,0,2,2,2024-01-08
1784,Login,489,121,0,1,4,2024-01-08
18988,Login,429,102,0,2,4,2024-01-08
8342,Login,433,111,1,3,1,2024-01-08
17614,Login,568,91,0,4,1,2024-01-08
2821,Login,249,134,0,4,4,2024-01-08
18751,Login,92,139,1,1,4,2024-01-08
3131,Login,439,144,0,5,3,2024-01-08
7702,Login,409,148,0,3,2,2024-01-08
18864,Login,309,95,0,3,4,2024-01-08
13111,Login,435,137,0,3,2,2024-01-08
2833,Login,536,137,0,1,2,2024-01-08
9376,Login,389,80,0,5,1,2024-01-08
9764,Login,423,112,0,1,2,2024-01-08
3840,Login,292,101,0,2,1,2024-01-08
2366,Login,385,112,0,2,4,2024-01-08
14402,Login,87,140,0,4,4,2024-01-08
16815,Login,153,143,0,5,1,2024-01-08
4877,Login,594,116,0,3,2,2024-01-08
19023,Login,137,98,0,2,2,2024-01-08
2953,Login,311,149,1,3,2,2024-01-08
1336,Login,399,133,0,1,5,2024-01-08
5246,Login,277,125,0,3,4,2024-01-08
15159,Login,595,86,0,0,3,2024-01-08
8598,Login,498,120,1,5,3,2024-01-08
9832,Login,257,104,0,4,2,2024-01-08
18990,Login,239,117,0,1,2,2024-01-08
12497,Login,148,83,0,3,3,2024-01-08
7899,Login,505,96,0,2,3,2024-01-08
16996,Login,179,102,0,5,4,2024-01-08
6060,Login,243,145,0,2,1,2024-01-08
10316,Login,547,134,1,0,4,2024-01-08
7859,Login,228,89,0,0,1,2024-01-08
12778,Login,484,144,0,1,4,2024-01-08
17958,Login,156,126,0,3,2,2024-01-08
3162,Login,241,109,0,3,2,2024-01-08
14839,Search,207,292,0,0,2,2024-01-08
3967,Search,272,396,0,3,5,2024-01-08
10446,Search,313,277,0,2,1,2024-01-08
7007,Search,359,531,0,2,5,2024-01-08
5138,Search,64,537,0,5,2,2024-01-08
15327,Search,87,598,0,4,4,2024-01-08
11358,Search,364,283,0,2,2,2024-01-08
19131,Search,420,272,0,5,5,2024-01-08
5749,Search,533,409,0,4,2,2024-01-08
6289,Search,509,274,0,3,4,2024-01-08
10035,Search,132,220,0,3,3,2024-01-08
1025,Search,393,352,0,4,4,2024-01-08
11485,Search,324,593,0,4,3,2024-01-08
13791,Search,516,268,0,0,3,2024-01-08
8969,Search,450,385,0,4,4,2024-01-08
19172,Search,434,493,0,0,5,2024-01-08
10921,Search,287,293,0,5,3,2024-01-08
7701,Search,216,300,0,3,1,2024-01-08
9906,Search,236,563,0,4,1,2024-01-08
13141,Search,397,246,0,2,3,2024-01-08
16765,Search,392,538,1,1,4,2024-01-08
19436,VideoPlayback,349,248,0,0,1,2024-01-08
5477,VideoPlayback,412,498,0,4,3,2024-01-08
11261,VideoPlayback,215,394,0,0,5,2024-01-08
2091,VideoPlayback,141,416,0,4,4,2024-01-08
9389,VideoPlayback,465,217,0,4,4,2024-01-08
2039,VideoPlayback,171,469,0,3,5,2024-01-08
13733,VideoPlayback,51,538,0,5,5,2024-01-08
13509,VideoPlayback,389,498,0,4,5,2024-01-08
1709,VideoPlayback,207,485,0,2,1,2024-01-08
14425,VideoPlayback,103,581,0,2,2,2024-01-08
12349,VideoPlayback,488,385,0,4,1,2024-01-08
15338,VideoPlayback,427,421,0,1,1,2024-01-08
9746,VideoPlayback,488,545,0,3,2,2024-01-08
17283,VideoPlayback,192,586,0,1,2,2024-01-08
2178,VideoPlayback,98,575,0,2,2,2024-01-08
2690,VideoPlayback,505,430,0,4,2,2024-01-08
14517,VideoPlayback,566,409,0,1,2,2024-01-08
8973,VideoPlayback,82,259,0,4,4,2024-01-08
3211,VideoPlayback,225,369,0,0,3,2024-01-08
2753,VideoPlayback,489,466,0,1,5,2024-01-08
11445,VideoPlayback,188,273,0,4,3,2024-01-08
19443,VideoPlayback,537,258,0,1,4,2024-01-08
17856,VideoPlayback,459,251,0,5,2,2024-01-08
19031,VideoPlayback,115,256,0,5,1,2024-01-08
8032,VideoPlayback,501,360,0,4,3,2024-01-08
14065,VideoPlayback,503,582,0,2,5,2024-01-08
16558,VideoPlayback,186,589,0,0,3,2024-01-08
9532,VideoPlayback,462,430,0,1,4,2024-01-08
2514,VideoPlayback,87,411,0,1,5,2024-01-08
12126,VideoPlayback,469,270,0,4,5,2024-01-08
1428,VideoPlayback,302,413,0,5,3,2024-01-08
17561,VideoPlayback,134,411,0,3,2,2024-01-08
2638,VideoPlayback,111,325,0,4,2,2024-01-08
5364,VideoPlayback,520,331,0,5,4,2024-01-08
10126,VideoPlayback,474,331,0,0,1,2024-01-08
7263,VideoPlayback,551,550,1,5,3,2024-01-08
5181,VideoPlayback,164,202,0,1,2,2024-01-08
14907,VideoPlayback,204,217,0,2,2,2024-01-08
15175,VideoPlayback,95,524,0,4,2,2024-01-08
15274,VideoPlayback,123,373,0,2,3,2024-01-08
14894,VideoPlayback,433,288,1,4,1,2024-01-08
9824,VideoPlayback,235,497,0,1,3,2024-01-08
14603,VideoPlayback,287,348,0,2,4,2024-01-08
19298,VideoPlayback,359,382,0,2,5,2024-01-08
19521,VideoPlayback,502,205,0,4,2,2024-01-08
4339,VideoPlayback,160,313,0,2,4,2024-01-08
8229,VideoPlayback,472,581,0,0,4,2024-01-08
8212,Recommendations,413,595,0,0,2,2024-01-08
19128,Recommendations,573,266,0,3,5,2024-01-08
7538,Recommendations,124,415,0,3,2,2024-01-08
5672,Recommendations,337,317,0,5,3,2024-01-08
19942,Recommendations,177,484,0,3,2,2024-01-08
18608,Recommendations,432,381,0,1,1,2024-01-08
4649,Recommendations,378,290,0,4,3,2024-01-08
1941,Recommendations,262,424,0,4,4,2024-01-08
4056,Recommendations,114,204,0,1,1,2024-01-08
7653,Recommendations,143,446,0,1,5,2024-01-08
7296,Recommendations,480,569,0,0,1,2024-01-08
6254,Recommendations,248,470,1,1,3,2024-01-08
4102,Recommendations,85,375,0,1,3,2024-01-08
11821,Recommendations,383,414,0,0,4,2024-01-08
17318,Recommendations,333,258,0,2,5,2024-01-08
5375,Recommendations,536,449,0,0,2,2024-01-08
10446,Recommendations,469,267,0,5,5,2024-01-08
18664,Recommendations,547,587,0,3,5,2024-01-08
17659,Recommendations,34,262,0,1,3,2024-01-08
2719,Recommendations,35,409,0,0,2,2024-01-08
16746,Recommendations,399,472,0,2,3,2024-01-08
16416,Recommendations,421,263,1,5,1,2024-01-08
17459,Recommendations,132,252,0,0,4,2024-01-08
10304,Recommendations,159,392,0,5,3,2024-01-08
2946,Recommendations,122,298,0,0,4,2024-01-08
16617,Recommendations,123,329,0,5,4,2024-01-08
15213,Recommendations,447,424,0,2,1,2024-01-08
8694,Recommendations,378,277,0,1,1,2024-01-08
10375,Recommendations,472,223,0,3,5,2024-01-08
12677,Recommendations,335,449,0,1,2,2024-01-08
19318,Recommendations,418,353,0,1,5,2024-01-08
8102,Recommendations,357,285,0,3,5,2024-01-08
4561,Recommendations,438,561,0,4,2,2024-01-08
5606,Recommendations,108,552,1,3,1,2024-01-08
10816,Recommendations,213,434,0,2,2,2024-01-08
5089,Recommendations,401,592,0,4,4,2024-01-08
5370,Recommendations,557,257,0,5,1,2024-01-08
7503,Recommendations,477,320,1,1,4,2024-01-08
18280,Recommendations,33,393,0,3,2,2024-01-08
13680,Recommendations,575,414,0,2,5,2024-01-08
8109,Recommendations,284,349,0,2,1,2024-01-08
5663,Recommendations,243,317,0,3,5,2024-01-08
17118,Recommendations,226,387,0,3,2,2024-01-08
7422,Recommendations,196,253,0,1,1,2024-01-08
1782,Recommendations,522,360,0,1,1,2024-01-08
7225,Recommendations,280,375,0,2,5,2024-01-08
2363,Recommendations,382,372,0,2,2,2024-01-08
15458,Recommendations,192,488,0,1,5,2024-01-08
8411,Recommendations,242,299,0,5,1,2024-01-08
1308,Recommendations,429,441,0,0,3,2024-01-08
4691,Payments,43,446,0,0,2,2024-01-08
11807,Payments,37,494,0,1,5,2024-01-08
18922,Payments,554,600,0,5,5,2024-01-08
1128,Payments,138,421,0,1,5,2024-01-08
7190,Payments,344,271,0,3,3,2024-01-08
12399,Payments,368,370,0,4,5,2024-01-08
17827,Payments,389,561,1,0,4,2024-01-08
1477,Payments,415,433,1,1,1,2024-01-08
2824,Payments,46,249,1,1,3,2024-01-08
8732,Payments,335,456,0,4,3,2024-01-08
13716,Payments,493,253,0,5,4,2024-01-08
19568,Payments,174,539,0,3,4,2024-01-08
6881,Payments,469,346,1,5,5,2024-01-08
18628,Payments,458,545,0,2,4,2024-01-08
15240,Payments,304,228,0,2,4,2024-01-08
8773,Payments,327,273,0,4,5,2024-01-08
13722,Payments,339,273,0,0,3,2024-01-08
7965,Payments,214,389,0,0,2,2024-01-08
19817,Payments,589,567,0,0,5,2024-01-08
17765,Payments,280,441,0,4,2,2024-01-08
14933,Payments,417,300,1,2,1,2024-01-08
15686,Payments,250,508,0,0,3,2024-01-08
14926,Payments,236,475,0,0,4,2024-01-08
19512,Payments,322,388,0,1,4,2024-01-08
18473,Payments,563,551,0,2,4,2024-01-08
17928,Payments,100,237,1,3,3,2024-01-08
16219,Payments,485,358,0,2,3,2024-01-08
8530,Payments,337,224,0,5,3,2024-01-08
11902,Payments,70,380,0,1,2,2024-01-08
9114,Payments,159,330,0,2,1,2024-01-08
3231,Login,514,150,0,3,5,2024-01-09
4416,Login,468,88,0,2,1,2024-01-09
17876,Login,451,100,0,2,2,2024-01-09
14032,Login,573,100,0,4,1,2024-01-09
18277,Login,347,146,1,2,4,2024-01-09
14331,Login,153,93,0,4,3,2024-01-09
14824,Login,428,97,0,0,4,2024-01-09
11048,Login,494,101,0,2,2,2024-01-09
12533,Login,509,143,0,3,3,2024-01-09
10537,Login,397,85,0,2,3,2024-01-09
18732,Login,273,138,0,5,4,2024-01-09
12857,Login,352,113,0,1,1,2024-01-09
2162,Login,407,110,0,3,2,2024-01-09
15790,Login,57,93,0,0,3,2024-01-09
2193,Login,157,140,0,4,3,2024-01-09
4926,Login,365,102,1,4,5,2024-01-09
9415,Login,292,120,0,0,5,2024-01-09
13384,Login,587,135,0,5,2,2024-01-09
14912,Login,305,124,1,4,5,2024-01-09
13974,Login,595,84,0,1,1,2024-01-09
12877,Login,296,108,0,3,3,2024-01-09
12415,Login,351,98,0,1,1,2024-01-09
11072,Login,141,144,0,2,3,2024-01-09
1574,Login,45,117,0,4,3,2024-01-09
19310,Login,493,89,0,0,2,2024-01-09
8207,Search,360,428,0,0,2,2024-01-09
6178,Search,95,246,0,1,3,2024-01-09
2873,Search,529,272,1,5,4,2024-01-09
18986,Search,87,321,0,4,1,2024-01-09
19108,Search,96,445,0,3,1,2024-01-09
8177,Search,382,464,0,0,5,2024-01-09
15925,Search,364,262,0,4,2,2024-01-09
9523,Search,486,272,0,2,3,2024-01-09
10998,Search,519,455,0,4,3,2024-01-09
18195,Search,340,365,0,0,1,2024-01-09
4299,Search,181,453,0,3,4,2024-01-09
15064,Search,401,286,0,5,3,2024-01-09
11071,Search,401,511,0,5,5,2024-01-09
13076,Search,433,411,1,5,3,2024-01-09
6865,Search,402,440,0,3,3,2024-01-09
11451,Search,39,258,0,3,2,2024-01-09
8075,Search,270,516,1,3,3,2024-01-09
7739,Search,291,286,0,3,1,2024-01-09
6279,Search,406,442,0,5,4,2024-01-09
9007,Search,212,442,0,5,5,2024-01-09
19450,Search,493,438,0,4,3,2024-01-09
14587,Search,193,575,0,0,1,2024-01-09
15418,Search,463,591,0,0,3,2024-01-09
13414,Search,541,227,0,3,4,2024-01-09
17776,Search,294,579,0,2,3,2024-01-09
8843,Search,398,389,0,5,4,2024-01-09
7526,Search,163,337,0,5,1,2024-01-09
19040,Search,218,312,0,0,1,2024-01-09
12909,Search,386,350,0,3,2,2024-01-09
4191,Search,258,515,0,4,2,2024-01-09
15309,Search,471,367,0,5,3,2024-01-09
11774,VideoPlayback,463,595,0,3,4,2024-01-09
4003,VideoPlayback,329,445,1,4,2,2024-01-09
4706,VideoPlayback,168,544,0,3,4,2024-01-09
7341,VideoPlayback,362,319,0,0,3,2024-01-09
8596,VideoPlayback,257,252,0,5,2,2024-01-09
6870,VideoPlayback,530,494,1,4,4,2024-01-09
6647,VideoPlayback,249,580,0,0,5,2024-01-09
2640,VideoPlayback,263,388,0,2,1,2024-01-09
11152,VideoPlayback,429,446,0,5,3,2024-01-09
2732,VideoPlayback,409,244,0,2,4,2024-01-09
12348,VideoPlayback,293,417,0,1,3,2024-01-09
6353,VideoPlayback,190,328,0,0,4,2024-01-09
9798,VideoPlayback,294,460,0,5,5,2024-01-09
15226,VideoPlayback,91,293,0,1,1,2024-01-09
4638,VideoPlayback,463,326,0,5,4,2024-01-09
11638,VideoPlayback,311,263,0,3,4,2024-01-09
10875,VideoPlayback,251,461,0,5,1,2024-01-09
14748,VideoPlayback,370,205,0,1,2,2024-01-09
1798,VideoPlayback,429,222,0,4,2,2024-01-09
1702,VideoPlayback,431,539,1,5,2,2024-01-09
17201,VideoPlayback,423,461,0,2,3,2024-01-09
9440,VideoPlayback,457,559,0,3,2,2024-01-09
19761,VideoPlayback,241,571,0,4,4,2024-01-09
8725,VideoPlayback,213,231,0,0,4,2024-01-09
19814,VideoPlayback,591,204,0,0,3,2024-01-09
18095,VideoPlayback,307,255,0,5,4,2024-01-09
14789,VideoPlayback,252,338,0,2,5,2024-01-09
4898,VideoPlayback,512,232,0,0,2,2024-01-09
10709,VideoPlayback,218,571,0,5,3,2024-01-09
2365,Recommendations,446,380,0,4,5,2024-01-09
4649,Recommendations,528,205,0,1,5,2024-01-09
17201,Recommendations,231,287,1,3,5,2024-01-09
12172,Recommendations,432,229,1,3,4,2024-01-09
5297,Recommendations,492,580,0,5,2,2024-01-09
17485,Recommendations,408,475,0,3,4,2024-01-09
7373,Recommendations,309,591,0,3,5,2024-01-09
1760,Recommendations,127,268,0,5,2,2024-01-09
18695,Recommendations,570,442,0,2,3,2024-01-09
5672,Recommendations,205,225,0,2,1,2024-01-09
14227,Recommendations,103,349,0,5,2,2024-01-09
10801,Recommendations,138,218,0,0,2,2024-01-09
14030,Recommendations,255,393,0,4,1,2024-01-09
4770,Recommendations,366,550,0,2,4,2024-01-09
4619,Recommendations,167,583,0,5,1,2024-01-09
6239,Recommendations,32,251,0,0,2,2024-01-09
3802,Recommendations,575,297,0,0,1,2024-01-09
10354,Recommendations,272,375,0,5,2,2024-01-09
13550,Recommendations,331,447,0,2,4,2024-01-09
1672,Recommendations,552,421,0,2,2,2024-01-09
7495,Recommendations,271,237,0,0,4,2024-01-09
8358,Recommendations,529,406,0,4,1,2024-01-09
16489,Recommendations,152,384,0,2,4,2024-01-09
3989,Recommendations,363,367,0,4,2,2024-01-09
14558,Recommendations,183,531,0,0,3,2024-01-09
4356,Recommendations,490,583,0,1,1,2024-01-09
13156,Recommendations,470,469,0,2,2,2024-01-09
16214,Recommendations,586,447,0,3,3,2024-01-09
18768,Recommendations,257,418,0,2,4,2024-01-09
5153,Recommendations,360,288,0,2,5,2024-01-09
4636,Recommendations,80,336,0,5,2,2024-01-09
7872,Recommendations,152,318,0,2,5,2024-01-09
1643,Recommendations,353,480,0,3,1,2024-01-09
15828,Recommendations,330,446,0,5,1,2024-01-09
11616,Recommendations,374,335,0,2,5,2024-01-09
11955,Recommendations,183,337,0,2,2,2024-01-09
17188,Recommendations,249,204,0,1,1,2024-01-09
7185,Recommendations,217,412,0,5,1,2024-01-09
3878,Recommendations,259,300,0,5,1,2024-01-09
11602,Recommendations,525,317,0,1,4,2024-01-09
19473,Recommendations,368,268,0,1,4,2024-01-09
7718,Recommendations,48,212,0,3,1,2024-01-09
9458,Recommendations,418,206,1,3,1,2024-01-09
18185,Recommendations,489,316,0,2,4,2024-01-09
4567,Recommendations,58,555,0,5,1,2024-01-09
13933,Recommendations,541,471,0,1,4,2024-01-09
10692,Recommendations,120,262,0,1,3,2024-01-09
12421,Recommendations,363,407,0,1,2,2024-01-09
9786,Recommendations,305,553,0,4,5,2024-01-09
2842,Recommendations,126,568,0,3,5,2024-01-09
5036,Payments,546,568,0,5,1,2024-01-09
7291,Payments,532,497,0,3,1,2024-01-09
1244,Payments,323,498,1,2,1,2024-01-09
2466,Payments,396,485,0,2,4,2024-01-09
10880,Payments,267,219,1,2,3,2024-01-09
16389,Payments,434,448,0,3,5,2024-01-09
7409,Payments,505,527,0,3,5,2024-01-09
5272,Payments,80,462,0,5,3,2024-01-09
18196,Payments,389,435,0,1,2,2024-01-09
16813,Payments,144,359,0,5,2,2024-01-09
13290,Payments,400,592,0,3,5,2024-01-09
8664,Payments,181,328,0,0,2,2024-01-09
18192,Payments,77,389,0,2,1,2024-01-09
5193,Payments,109,228,0,5,4,2024-01-09
1385,Payments,123,591,0,0,4,2024-01-09
19007,Payments,161,330,0,3,5,2024-01-09
12217,Payments,279,405,0,4,4,2024-01-09
7619,Payments,469,555,1,5,1,2024-01-09
11712,Payments,299,477,0,3,5,2024-01-09
14548,Payments,116,500,0,4,5,2024-01-09
1639,Payments,156,476,0,1,3,2024-01-09
7417,Payments,243,227,0,0,2,2024-01-09
7876,Payments,41,379,0,2,5,2024-01-09
17439,Payments,159,262,0,3,4,2024-01-09
8498,Payments,447,349,0,3,5,2024-01-09
6809,Login,272,149,0,2,3,2024-01-10
3211,Login,477,110,1,5,1,2024-01-10
13416,Login,227,85,0,0,1,2024-01-10
18904,Login,104,149,0,2,2,2024-01-10
12606,Login,592,149,0,1,5,2024-01-10
19358,Login,55,132,0,3,3,2024-01-10
12222,Login,591,99,0,2,4,2024-01-10
12342,Login,89,144,0,5,3,2024-01-10
6574,Login,439,92,1,4,5,2024-01-10
8129,Login,440,117,0,5,2,2024-01-10
9091,Login,78,126,0,0,2,2024-01-10
3347,Login,93,139,0,3,4,2024-01-10
12624,Login,393,140,0,1,1,2024-01-10
3567,Login,491,123,0,4,3,2024-01-10
9617,Login,291,97,0,3,3,2024-01-10
9750,Login,163,113,0,4,2,2024-01-10
10721,Login,51,92,0,1,1,2024-01-10
1109,Login,97,112,0,0,1,2024-01-10
15757,Login,189,80,0,0,1,2024-01-10
8408,Login,443,86,0,0,2,2024-01-10
7721,Login,171,120,0,4,1,2024-01-10
11895,Login,200,129,1,3,5,2024-01-10
16124,Login,418,106,0,1,2,2024-01-10
12816,Search,440,226,0,2,3,2024-01-10
7636,Search,504,523,0,2,4,2024-01-10
15566,Search,524,390,0,5,4,2024-01-10
6970,Search,71,575,0,3,2,2024-01-10
6039,Search,545,399,1,0,2,2024-01-10
12063,Search,571,383,0,5,1,2024-01-10
11805,Search,529,572,0,0,4,2024-01-10
17177,Search,110,586,0,1,4,2024-01-10
13491,Search,559,559,0,0,4,2024-01-10
14054,Search,588,387,0,2,4,2024-01-10
18705,Search,508,552,0,0,2,2024-01-10
7556,Search,127,362,1,2,4,2024-01-10
6287,Search,104,515,0,2,4,2024-01-10
13852,Search,108,376,0,4,4,2024-01-10
1072,Search,236,596,0,4,1,2024-01-10
17802,Search,339,312,0,2,1,2024-01-10
16315,Search,249,442,0,5,2,2024-01-10
5749,Search,263,541,0,5,3,2024-01-10
9326,Search,79,558,0,1,3,2024-01-10
19131,Search,199,526,0,3,5,2024-01-10
3630,Search,321,253,0,2,3,2024-01-10
3416,Search,147,490,0,2,2,2024-01-10
9664,Search,127,321,0,5,2,2024-01-10
9359,Search,595,310,0,4,4,2024-01-10
4953,Search,587,527,0,5,4,2024-01-10
13757,Search,335,491,0,0,5,2024-01-10
16502,Search,196,319,0,3,2,2024-01-10
11559,Search,232,369,0,4,1,2024-01-10
3888,Search,263,377,0,3,5,2024-01-10
2946,Search,441,447,1,1,3,2024-01-10
9832,Search,519,489,1,5,1,2024-01-10
9442,Search,224,292,0,3,1,2024-01-10
7846,Search,344,427,0,2,3,2024-01-10
18647,Search,491,346,1,2,3,2024-01-10
18320,Search,424,517,0,0,4,2024-01-10
17169,Search,169,217,0,4,4,2024-01-10
10410,Search,587,524,0,3,5,2024-01-10
10927,Search,376,518,0,5,5,2024-01-10
1234,Search,478,399,0,3,2,2024-01-10
12262,Search,211,550,0,4,4,2024-01-10
9377,Search,439,306,0,0,3,2024-01-10
13110,Search,494,487,0,1,1,2024-01-10
17655,Search,167,593,0,4,5,2024-01-10
19537,Search,227,513,0,4,3,2024-01-10
14365,Search,75,433,0,0,3,2024-01-10
9913,Search,282,525,1,2,1,2024-01-10
11839,Search,390,358,1,2,4,2024-01-10
10764,Search,182,216,0,5,1,2024-01-10
15749,Search,102,356,0,5,4,2024-01-10
19911,Search,372,478,0,1,4,2024-01-10
2236,VideoPlayback,82,512,0,5,5,2024-01-10
8701,VideoPlayback,416,349,0,5,1,2024-01-10
6764,VideoPlayback,36,462,1,2,1,2024-01-10
14310,VideoPlayback,559,432,0,5,1,2024-01-10
13757,VideoPlayback,430,393,0,0,1,2024-01-10
3179,VideoPlayback,263,302,0,1,3,2024-01-10
9567,VideoPlayback,197,273,0,5,1,2024-01-10
6362,VideoPlayback,269,575,0,2,5,2024-01-10
18087,VideoPlayback,520,318,0,1,2,2024-01-10
19361,VideoPlayback,269,266,0,1,4,2024-01-10
3104,VideoPlayback,478,571,0,3,1,2024-01-10
3918,VideoPlayback,335,327,0,0,5,2024-01-10
14013,VideoPlayback,103,471,0,0,1,2024-01-10
2809,VideoPlayback,355,470,0,1,4,2024-01-10
2438,VideoPlayback,277,434,0,1,3,2024-01-10
3231,VideoPlayback,233,286,0,5,3,2024-01-10
7696,VideoPlayback,479,555,0,2,5,2024-01-10
16759,VideoPlayback,75,213,0,2,4,2024-01-10
13130,VideoPlayback,587,443,0,5,3,2024-01-10
15295,VideoPlayback,496,577,0,3,5,2024-01-10
10572,VideoPlayback,465,526,0,5,3,2024-01-10
17645,VideoPlayback,283,241,0,1,5,2024-01-10
12441,VideoPlayback,297,464,0,1,5,2024-01-10
12438,VideoPlayback,529,259,0,2,1,2024-01-10
9038,VideoPlayback,366,311,0,1,2,2024-01-10
13351,Recommendations,263,598,1,5,5,2024-01-10
2278,Recommendations,448,460,0,4,3,2024-01-10
12128,Recommendations,253,535,1,4,3,2024-01-10
1572,Recommendations,526,497,0,3,1,2024-01-10
13321,Recommendations,184,248,0,2,2,2024-01-10
13930,Recommendations,35,405,0,4,1,2024-01-10
10159,Recommendations,338,482,0,2,1,2024-01-10
6468,Recommendations,279,512,0,0,1,2024-01-10
8431,Recommendations,193,367,0,5,5,2024-01-10
10232,Recommendations,310,538,0,2,4,2024-01-10
1025,Recommendations,496,426,1,0,3,2024-01-10
15051,Recommendations,589,348,1,0,2,2024-01-10
15838,Recommendations,325,511,0,2,2,2024-01-10
11129,Recommendations,427,214,0,1,1,2024-01-10
9084,Recommendations,215,446,0,4,4,2024-01-10
4254,Recommendations,590,303,0,5,1,2024-01-10
8608,Recommendations,509,329,0,2,5,2024-01-10
5973,Recommendations,137,308,0,0,5,2024-01-10
14124,Recommendations,522,386,0,0,3,2024-01-10
16896,Recommendations,534,506,0,2,1,2024-01-10
9147,Recommendations,195,337,1,5,3,2024-01-10
9694,Recommendations,514,277,0,2,2,2024-01-10
5736,Recommendations,306,264,0,3,2,2024-01-10
18658,Payments,238,296,1,2,5,2024-01-10
14786,Payments,53,364,0,0,5,2024-01-10
12586,Payments,594,239,0,0,4,2024-01-10
5664,Payments,188,390,0,3,3,2024-01-10
19163,Payments,482,496,0,0,3,2024-01-10
14614,Payments,299,519,0,3,5,2024-01-10
17846,Payments,432,598,0,1,2,2024-01-10
8567,Payments,457,585,0,1,2,2024-01-10
13362,Payments,360,285,0,5,4,2024-01-10
17214,Payments,494,207,0,3,2,2024-01-10
8919,Payments,276,425,0,4,3,2024-01-10
19376,Payments,221,218,0,2,4,2024-01-10
4975,Payments,480,362,0,5,4,2024-01-10
19621,Payments,265,443,0,2,3,2024-01-10
12374,Payments,547,538,0,2,3,2024-01-10
2229,Payments,301,541,0,5,2,2024-01-10
18972,Payments,51,568,0,0,2,2024-01-10
9211,Payments,113,508,0,0,3,2024-01-10
19187,Payments,490,287,0,4,2,2024-01-10
9674,Payments,366,265,0,2,5,2024-01-10
8864,Payments,553,533,0,3,4,2024-01-10
6028,Payments,370,571,0,2,1,2024-01-10
6647,Payments,69,493,0,1,5,2024-01-10
6550,Payments,560,304,0,2,4,2024-01-10
14524,Login,237,98,0,5,1,2024-01-11
6020,Login,193,140,0,1,1,2024-01-11
18827,Login,176,85,1,1,1,2024-01-11
14721,Login,238,89,0,5,4,2024-01-11
8987,Login,496,116,0,0,1,2024-01-11
9291,Login,471,96,0,0,2,2024-01-11
15543,Login,381,84,0,4,5,2024-01-11
7300,Login,176,118,0,4,3,2024-01-11
13945,Login,545,118,0,0,3,2024-01-11
10117,Login,598,80,0,2,4,2024-01-11
19110,Login,148,145,0,2,5,2024-01-11
15568,Login,274,119,1,2,5,2024-01-11
11466,Login,40,122,0,1,2,2024-01-11
14276,Login,111,105,0,1,2,2024-01-11
8651,Login,107,149,1,3,5,2024-01-11
10983,Login,103,119,0,1,4,2024-01-11
7400,Login,243,120,0,5,2,2024-01-11
19283,Login,517,112,0,4,3,2024-01-11
4948,Login,598,135,0,3,3,2024-01-11
4515,Login,502,124,0,2,4,2024-01-11
12494,Login,444,104,0,1,5,2024-01-11
5222,Login,234,149,0,5,3,2024-01-11
3032,Login,574,143,0,3,3,2024-01-11
13914,Login,239,138,1,3,3,2024-01-11
7895,Login,512,113,0,4,1,2024-01-11
18310,Login,113,87,0,2,4,2024-01-11
17396,Login,201,120,0,2,1,2024-01-11
3225,Login,536,108,0,2,4,2024-01-11
1669,Login,204,115,0,2,2,2024-01-11
12985,Login,375,115,0,0,4,2024-01-11
4331,Search,407,425,0,3,1,2024-01-11
10633,Search,498,351,0,4,4,2024-01-11
10602,Search,358,228,0,3,5,2024-01-11
16289,Search,153,386,0,1,4,2024-01-11
12331,Search,475,445,0,2,2,2024-01-11
2137,Search,570,443,0,4,1,2024-01-11
14273,Search,488,304,0,3,2,2024-01-11
14249,Search,322,291,0,5,4,2024-01-11
16726,Search,198,402,0,1,1,2024-01-11
5244,Search,575,469,0,4,1,2024-01-11
11444,Search,466,419,0,3,2,2024-01-11
10593,Search,549,319,0,4,2,2024-01-11
2884,Search,503,281,0,1,1,2024-01-11
12306,Search,328,517,0,3,4,2024-01-11
2058,Search,503,255,0,3,5,2024-01-11
13967,Search,567,429,0,4,2,2024-01-11
13308,Search,355,391,0,2,5,2024-01-11
10735,Search,152,329,0,3,3,2024-01-11
9840,Search,428,577,0,2,4,2024-01-11
